person_id,gender,age,mailing_locality,is_in_france,year_joined,year_last_membership,type_cfai_membership,is_society_member,duration_program_years,duration_membership_years,code_group_membership_change,is_on_professional_leave,employment_status,employer_type,seniority,churned
6880163,Male,33.0,France,True,2020,2024,Regular,True,6,5,0,True,Employed,Other (please specify),Entry-Level,True
6962405,Male,33.0,France,True,2019,2024,Regular,True,6,6,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
6977563,Male,36.0,France,True,2022,2024,Regular,False,9,3,1,False,Employed,Consulting Firm,Mid-Level,True
6983527,Male,37.0,France,True,2020,2025,Regular,True,7,6,0,False,Employed,Investment Bank,Mid-Level,False
6996151,Male,56.0,France,True,2015,2016,Non-member,False,1,2,0,False,Employed,Other (please specify),Other,True
6116195,Male,41.0,France,True,2012,2013,Non-member,False,1,2,0,False,Employed,Other (please specify),Senior-Level,True
6119188,Male,41.0,France,True,2023,2025,Regular,True,10,3,0,False,Employed,Investment Bank,Executive-Level,False
7020494,Female,43.0,France,True,2020,2025,Regular,True,4,6,0,False,Employed,University/Educational Institution,Early/Mid-Level,False
7037472,Female,31.0,France,True,2019,2024,Regular,False,6,6,1,False,Employed,Investment Bank,Mid-Level,True
6122531,Male,39.0,France,True,2014,2015,Non-member,False,6,2,1,False,Employed,Consulting Firm,Senior-Level,True
7040860,Male,43.0,France,True,2023,2025,Regular,True,10,3,0,False,Employed,Investment Bank,Senior-Level,False
7045099,Male,35.0,France,True,2021,2024,Regular,True,8,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6126789,Male,40.0,France,True,2011,2012,Regular,False,1,2,3,False,Employed,Investment Bank,Early/Mid-Level,True
7058803,Male,32.0,France,True,2019,2025,Regular,True,4,7,0,False,Employed,Brokerage,Early/Mid-Level,False
6130773,Female,43.0,France,True,2021,2025,Regular,True,14,5,0,False,Employed,Asset Management/Investment Firm,Mid-Level,False
112686,Male,50.0,France,True,2005,2022,Non-member,False,4,18,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
437581,Male,49.0,France,True,2023,2025,Regular,True,8,3,0,False,Employed,Consulting Firm,C-Suite,False
444357,Male,42.0,France,True,2011,2024,Regular,True,6,14,0,False,Employed,Commercial Bank,Executive-Level,True
145958,Female,48.0,France,True,2006,2008,Non-member,False,1,3,0,False,Other,Other (please specify),Other,True
148009,Male,57.0,France,True,2002,2014,Non-member,False,16,13,0,False,Employed,Other (please specify),Senior-Level,True
150696,Female,52.0,France,True,2004,2016,Non-member,False,1,13,0,False,Employed,Other (please specify),Entry-Level,True
150102,Female,48.0,France,True,2004,2012,Non-member,False,1,9,0,False,Employed,Other (please specify),Mid-Level,True
149361,Female,48.0,France,True,2004,2015,Non-member,False,1,12,0,False,Self-employed,Other (please specify),Senior-Level,True
154681,Female,48.0,France,True,2006,2009,Non-member,False,1,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
163119,Male,53.0,France,True,2005,2016,Non-member,False,1,12,0,False,Employed,Other (please specify),Executive-Level,True
441142,Male,45.0,France,True,2010,2011,Non-member,False,5,2,0,False,Employed,Other (please specify),Early/Mid-Level,True
167361,Male,51.0,France,True,2005,2006,Non-member,False,20,2,0,False,Employed,Asset Management/Investment Firm,Executive-Level,True
437991,Male,44.0,France,True,2008,2015,Regular,False,2,8,1,False,Employed,Asset Management/Investment Firm,Executive-Level,True
173975,Female,55.0,France,True,2005,2016,Non-member,False,1,12,0,False,Employed,Other (please specify),Early/Mid-Level,True
217758,Male,50.0,France,True,2004,2013,Non-member,False,1,10,0,False,Employed,Other (please specify),Early/Mid-Level,True
410840,Female,43.0,France,True,2009,2014,Non-member,False,2,6,0,False,Employed,Other (please specify),Senior-Level,True
215212,Male,47.0,France,True,2007,2011,Non-member,False,1,5,0,False,Employed,Other (please specify),Executive-Level,True
401147,Male,52.0,France,True,2006,2009,Non-member,False,1,4,0,False,Other,Other (please specify),Other,True
242976,Male,48.0,Europe excl France,False,2006,2008,Non-member,False,1,3,0,False,Employed,Other (please specify),Executive-Level,True
432512,Male,49.0,France,True,2007,2008,Non-member,False,18,2,0,False,Other,Other (please specify),Other,True
301440,Male,47.0,France,True,2005,2024,Regular,True,1,20,0,False,Employed,Consulting Firm,Executive-Level,True
303808,Female,51.0,France,True,2004,2005,Non-member,False,18,2,0,False,Other,Other (please specify),Other,True
313979,Female,51.0,France,True,2010,2013,Non-member,False,1,4,0,False,Employed,Manufacturing,Executive-Level,True
314391,Male,50.0,France,True,2005,2009,Non-member,False,1,5,0,False,Employed,Other (please specify),Other,True
448220,Male,49.0,France,True,2009,2012,Non-member,False,3,4,0,False,Employed,Other (please specify),Other,True
444152,Female,59.0,France,True,2007,2009,Non-member,False,17,3,0,True,Unemployed,Other (please specify),Other,True
334175,Male,49.0,France,True,2005,2024,Regular,True,1,20,0,False,Employed,Information Technology or Software,C-Suite,True
330922,Male,48.0,France,True,2006,2012,Non-member,False,1,7,0,False,Employed,Other (please specify),Senior-Level,True
331785,Female,47.0,France,True,2005,2018,Regular,False,3,14,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
334830,Male,47.0,France,True,2006,2008,Regular,False,1,3,0,False,Employed,Investment Bank,Executive-Level,True
335786,Male,51.0,France,True,2004,2014,Non-member,False,1,11,0,True,Unemployed,Other (please specify),Other,True
338835,Male,48.0,France,True,2005,2013,Non-member,False,1,9,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
343059,Male,45.0,France,True,2008,2009,Non-member,False,2,2,0,False,Employed,Other (please specify),Mid-Level,True
346225,Male,49.0,France,True,2013,2013,Non-member,False,7,1,0,False,Employed,Other (please specify),Mid-Level,True
352326,Male,47.0,France,True,2005,2015,Non-member,False,1,11,0,False,Employed,Other (please specify),Senior-Level,True
414709,Male,51.0,France,True,2009,2011,Non-member,False,3,3,0,False,Employed,Other (please specify),Mid-Level,True
352342,Male,46.0,France,True,2005,2009,Non-member,False,3,5,0,False,Employed,Other (please specify),Senior-Level,True
350091,Male,46.0,France,True,2005,2011,Non-member,False,1,7,0,False,Employed,Other (please specify),Senior-Level,True
355828,Male,48.0,France,True,2005,2006,Non-member,False,13,2,0,False,Employed,Other (please specify),Early/Mid-Level,True
356753,Male,58.0,France,True,2009,2015,Non-member,False,22,7,0,False,Employed,Other (please specify),Executive-Level,True
415586,Male,43.0,France,True,2018,2022,Regular,False,14,5,1,True,Unemployed,Other (please specify),Other,True
7101986,Male,34.0,France,True,2021,2025,Regular,True,8,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
366513,Male,49.0,France,True,2006,2010,Non-member,False,1,5,0,False,Employed,Other (please specify),Mid-Level,True
374868,Male,44.0,France,True,2007,2018,Non-member,False,2,12,0,False,Employed,Other (please specify),C-Suite,True
370129,Male,46.0,France,True,2006,2009,Non-member,False,1,4,0,False,Employed,Other (please specify),Senior-Level,True
7104075,Male,36.0,France,True,2019,2020,Non-member,False,6,2,0,False,Employed,Consulting Firm,Mid-Level,True
374073,Female,50.0,France,True,2008,2015,Non-member,False,5,8,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
374542,Male,49.0,France,True,2005,2009,Non-member,False,1,5,0,False,Employed,Asset Management/Investment Firm,Other,True
374808,Male,44.0,France,True,2007,2008,Non-member,False,19,2,0,False,Other,Other (please specify),Other,True
379387,Male,50.0,France,True,2007,2015,Non-member,False,1,9,0,False,Employed,Other (please specify),Senior-Level,True
7336985,Female,40.0,France,True,2019,2022,Non-member,False,4,4,0,False,Employed,Investment Bank,Mid-Level,True
8804464,Female,36.0,France,True,2021,2025,Regular,True,3,5,0,False,Employed,Asset Management/Investment Firm,Entry-Level,False
8804540,Female,32.0,North America,False,2023,2025,Regular,True,5,3,0,False,Employed,Brokerage,Early/Mid-Level,False
7083501,Male,34.0,France,True,2018,2024,Regular,True,5,7,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
8808683,Male,34.0,France,True,2022,2025,Regular,True,5,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
7093620,Male,37.0,France,True,2018,2024,Regular,True,5,7,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
8810497,Male,46.0,France,True,2020,2025,Regular,True,3,6,0,False,Employed,Investment Bank,Senior-Level,False
7356232,Male,31.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8812122,Female,33.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
8812605,Male,54.0,France,True,2021,2022,Regular,False,4,2,1,False,Employed,Commercial Bank,Senior-Level,True
8812952,Female,36.0,France,True,2019,2020,Non-member,False,7,2,0,False,Self-employed,Asset Management/Investment Firm,Early/Mid-Level,True
8813015,Female,27.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
8528408,Male,35.0,France,True,2023,2024,Candidate,True,7,2,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
8814305,Male,36.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8815172,Male,32.0,France,True,2021,2023,Non-member,False,4,3,0,False,Employed,Brokerage,Early/Mid-Level,True
7213381,Female,33.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Asset Management/Investment Firm,Entry-Level,False
8816211,Male,28.0,North Africa,False,2024,2024,Regular,False,6,1,3,False,Employed,Asset Management/Investment Firm,Mid-Level,True
8818822,Male,35.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Consulting Firm,Senior-Level,False
8372742,Male,31.0,France,True,2024,2025,Regular,True,7,2,2,False,Employed,Brokerage,Mid-Level,False
8819833,Male,28.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8823826,Male,31.0,France,True,2024,2025,Affiliate,True,7,2,0,False,Employed,Investment Bank,Mid-Level,False
6482205,Male,37.0,France,True,2015,2016,Non-member,False,2,2,0,False,Employed,Other (please specify),Early/Mid-Level,True
6751801,Male,36.0,France,True,2022,2025,Regular,True,7,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8827914,Male,29.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
8829473,Male,28.0,France,True,2022,2023,Non-member,False,5,2,0,False,Employed,Brokerage,Early/Mid-Level,True
196811,Male,52.0,Europe excl France,False,2022,2025,Regular,True,2,4,0,False,Employed,Asset Management/Investment Firm,C-Suite,False
8835603,Male,41.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Early/Mid-Level,False
8836551,Male,35.0,France,True,2021,2024,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
8839419,Male,31.0,North Africa,False,2021,2022,Regular,False,4,2,1,False,Employed,Consulting Firm,Mid-Level,True
6941952,Male,33.0,France,True,2018,2020,Regular,False,4,3,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
8840153,Male,31.0,France,True,2022,2025,Regular,True,5,4,0,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Mid-Level,False
6978546,Male,36.0,Europe excl France,False,2018,2023,Regular,False,5,6,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
8846022,Male,32.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Consulting Firm,Senior-Level,False
8846054,Male,30.0,France,True,2022,2023,Non-member,False,5,2,0,False,Employed,Consulting Firm,Early/Mid-Level,True
8847262,Male,39.0,France,True,2023,2025,Regular,True,2,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8849697,Male,30.0,France,True,2022,2024,Regular,True,4,3,0,False,Employed,Other (please specify),Senior-Level,True
8855581,Female,28.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8856760,Male,33.0,France,True,2022,2025,Regular,True,5,4,0,False,Self-employed,Brokerage,C-Suite,False
8858053,Male,34.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8864607,Female,35.0,France,True,2020,2025,Regular,True,5,6,0,False,Employed,Commercial Bank,Mid-Level,False
8864691,Male,31.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8865077,Male,32.0,France,True,2022,2024,Regular,False,4,3,1,False,Employed,Investment Bank,Early/Mid-Level,True
8866681,Male,35.0,France,True,2022,2024,Regular,True,4,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
6208469,Male,43.0,France,True,2023,2025,Regular,True,6,3,0,False,Employed,Commercial Bank,Executive-Level,False
8869416,Male,29.0,France,True,2022,2025,Regular,True,3,4,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
8870180,Male,28.0,France,True,2023,2023,Non-member,False,4,1,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
8870322,Female,32.0,France,True,2021,2025,Regular,True,4,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8877690,Female,36.0,Europe excl France,False,2023,2025,Regular,True,5,3,0,False,Employed,Consulting Firm,Senior-Level,False
8880454,Female,30.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8883601,Male,36.0,France,True,2021,2024,Regular,True,3,4,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
150717,Female,54.0,France,True,2004,2005,Non-member,False,1,2,0,False,Other,Other (please specify),Other,True
152851,Female,47.0,France,True,2006,2008,Non-member,False,1,3,0,False,Other,Other (please specify),Other,True
866337,Female,50.0,France,True,2002,2007,Non-member,False,1,6,0,False,Other,Other (please specify),Other,True
323392,Male,49.0,France,True,2019,2025,Regular,True,1,7,0,False,Employed,University/Educational Institution,Senior-Level,False
361556,Female,49.0,France,True,2007,2013,Non-member,False,1,7,0,False,Employed,Other (please specify),Senior-Level,True
336055,Male,50.0,France,True,2006,2008,Non-member,False,1,3,0,False,Other,Other (please specify),Other,True
354803,Male,45.0,France,True,2005,2009,Non-member,False,1,5,0,False,Other,Other (please specify),Other,True
365599,Female,51.0,France,True,2006,2009,Non-member,False,1,4,0,False,Other,Other (please specify),Other,True
405831,Male,43.0,France,True,2019,2020,Non-member,False,3,2,0,False,Employed,University/Educational Institution,Early/Mid-Level,True
401309,Male,43.0,France,True,2014,2016,Non-member,False,2,3,0,False,Employed,Other (please specify),Mid-Level,True
738752,Male,53.0,France,True,2002,2007,Non-member,False,1,6,0,False,Other,Other (please specify),Early/Mid-Level,True
661064,Male,58.0,France,True,2000,2025,Regular,True,1,26,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
772106,Male,51.0,France,True,2005,2006,Non-member,False,1,2,0,False,Other,Other (please specify),Other,True
732257,Male,61.0,France,True,2002,2009,Non-member,False,1,8,0,False,Other,Other (please specify),Senior-Level,True
828674,Female,51.0,France,True,2001,2009,Non-member,False,1,9,0,False,Other,Other (please specify),C-Suite,True
852038,Male,54.0,France,True,2024,2025,Regular,True,3,2,0,False,Employed,Investment Bank,Executive-Level,False
880632,Female,50.0,France,True,2002,2006,Non-member,False,1,5,0,False,Other,Other (please specify),Other,True
940715,Male,56.0,France,True,2003,2004,Non-member,False,1,2,0,False,Other,Other (please specify),Other,True
962229,Female,48.0,France,True,2006,2009,Non-member,False,4,4,0,False,Other,Other (please specify),Other,True
986323,Male,48.0,France,True,2004,2009,Non-member,False,1,6,0,False,Other,Other (please specify),Other,True
980612,Male,52.0,France,True,2003,2006,Non-member,False,1,4,0,False,Other,Other (please specify),Other,True
2233683,Female,51.0,France,True,2008,2015,Non-member,False,3,8,0,False,Employed,Other (please specify),Senior-Level,True
6217503,Male,46.0,France,True,2012,2015,Non-member,False,1,4,0,False,Employed,Other (please specify),Mid-Level,True
7008985,Male,38.0,France,True,2019,2022,Regular,False,6,4,1,False,Employed,Other (please specify),Senior-Level,True
8391002,Male,45.0,France,True,2024,2025,Regular,True,8,2,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
322440,Male,62.0,France,True,2004,2006,Non-member,False,1,3,0,False,Employed,Other (please specify),Senior-Level,True
6384091,Female,40.0,France,True,2013,2016,Non-member,False,2,4,0,False,Employed,Other (please specify),Mid-Level,True
2249826,Male,48.0,North Africa,False,2007,2009,Non-member,False,16,3,0,False,Employed,Other (please specify),Senior-Level,True
6631778,Male,43.0,North Africa,False,2014,2015,Regular,False,1,2,1,False,Employed,Investment Bank,Executive-Level,True
6242655,Male,40.0,France,True,2013,2014,Non-member,False,5,2,0,False,Employed,Other (please specify),Senior-Level,True
326868,Male,46.0,France,True,2005,2010,Regular,False,3,6,0,False,Employed,Commercial Bank,Executive-Level,True
6826487,Male,39.0,North Africa,False,2015,2016,Non-member,False,1,2,0,False,Employed,Other (please specify),Other,True
6917607,Female,34.0,France,True,2024,2025,Regular,True,11,2,0,False,Employed,Consulting Firm,Senior-Level,False
6629658,Female,43.0,France,True,2024,2025,Regular,True,8,2,3,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
350144,Male,47.0,Europe excl France,False,2007,2022,Non-member,False,22,16,0,False,Employed,Investment Bank,Executive-Level,True
6650568,Female,34.0,France,True,2019,2024,Regular,True,8,6,0,False,Employed,Credit Rating Agency/Firm/Bureau,Early/Mid-Level,True
6768668,Male,33.0,France,True,2023,2024,Regular,False,11,2,3,False,Employed,Asset Management/Investment Firm,Mid-Level,True
465938,Male,42.0,France,True,2023,2025,Regular,True,13,3,0,False,Employed,University/Educational Institution,Senior-Level,False
893907,Male,51.0,France,True,2004,2008,Non-member,False,1,5,0,False,Self-employed,Consulting Firm,Senior-Level,True
378509,Male,46.0,France,True,2006,2009,Non-member,False,1,4,0,False,Employed,Other (please specify),Early/Mid-Level,True
221314,Male,58.0,France,True,2008,2009,Non-member,False,3,2,0,False,Other,Other (please specify),Other,True
6285507,Male,41.0,France,True,2021,2022,Regular,False,13,2,3,False,Employed,Commercial Bank,Executive-Level,True
951678,Female,48.0,France,True,2004,2005,Non-member,False,22,2,0,False,Employed,Other (please specify),Senior-Level,True
890130,Male,50.0,France,True,2004,2007,Non-member,False,3,4,0,False,Other,Other (please specify),Senior-Level,True
6557858,Male,38.0,France,True,2019,2023,Non-member,False,4,5,0,False,Employed,Commercial Bank,Senior-Level,True
153786,Male,47.0,France,True,2007,2008,Non-member,False,2,2,0,False,Other,Other (please specify),Other,True
7107367,Male,33.0,France,True,2020,2021,Regular,False,7,2,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
7202779,Male,34.0,France,True,2021,2022,Non-member,False,7,2,0,False,Employed,Other (please specify),Senior-Level,True
2265345,Male,44.0,France,True,2015,2016,Non-member,False,8,2,0,False,Employed,Other (please specify),Senior-Level,True
708272,Male,62.0,France,True,2002,2003,Non-member,False,1,2,0,False,Other,Other (please specify),Senior-Level,True
3046479,Female,43.0,Europe excl France,False,2008,2023,Regular,False,2,16,3,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,True
161007,Female,49.0,France,True,2007,2009,Non-member,False,4,3,0,False,Other,Other (please specify),Other,True
878291,Male,52.0,France,True,2024,2025,Regular,True,1,2,3,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Executive-Level,False
8888413,Male,28.0,France,True,2022,2025,Regular,True,5,4,0,False,Employed,Consulting Firm,Early/Mid-Level,False
8891852,Female,35.0,France,True,2023,2024,Regular,False,5,2,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
8894719,Male,37.0,France,True,2022,2022,Regular,False,3,1,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
8895497,Male,31.0,France,True,2024,2025,Regular,True,6,2,0,False,Employed,Commercial Bank,Executive-Level,False
8898050,Male,32.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Brokerage,Senior-Level,False
8898979,Female,27.0,United Kingdom,False,2022,2023,Regular,False,3,2,1,False,Employed,Investment Bank,Mid-Level,True
8899073,Male,45.0,Latin America,False,2024,2025,Candidate,True,5,2,2,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",C-Suite,False
6874214,Female,35.0,France,True,2021,2024,Regular,True,3,4,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
8925477,Male,33.0,France,True,2023,2025,Regular,True,4,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8926244,Male,29.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
8547003,Female,32.0,France,True,2021,2025,Regular,True,5,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8927794,Female,51.0,France,True,2021,2025,Regular,True,3,5,0,False,Employed,Asset Management/Investment Firm,Executive-Level,False
8928914,Male,33.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Consulting Firm,Senior-Level,False
8932379,Male,33.0,France,True,2021,2025,Regular,True,3,5,0,False,Employed,Manufacturing,Mid-Level,False
8932383,Male,32.0,France,True,2022,2023,Regular,False,3,2,1,False,Employed,Asset Management/Investment Firm,Senior-Level,True
8933880,Male,35.0,France,True,2021,2023,Regular,False,3,3,1,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Senior-Level,True
8934869,Male,36.0,France,True,2021,2023,Regular,False,3,3,1,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,True
8942247,Male,40.0,France,True,2021,2025,Regular,True,3,5,0,False,Employed,Private Wealth Management Firm/Family Office/Trusts,Senior-Level,False
8942953,Male,30.0,France,True,2023,2025,Regular,True,3,3,2,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
8945386,Male,39.0,France,True,2022,2023,Non-member,False,2,2,0,False,Employed,Other (please specify),Senior-Level,True
8945975,Male,33.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Information Technology or Software,Mid-Level,False
8949697,Male,27.0,France,True,2024,2025,Regular,True,5,2,0,False,Employed,Brokerage,Mid-Level,False
8957154,Male,31.0,Latin America,False,2023,2024,Regular,False,5,2,3,False,Employed,"Utilities (e.g., Oil and Gas, Energy)",Senior-Level,True
8959670,Male,32.0,United Kingdom,False,2022,2023,Regular,False,3,2,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
8963628,Male,34.0,France,True,2024,2025,Regular,True,5,2,0,False,Employed,Consulting Firm,Early/Mid-Level,False
8973962,Male,28.0,France,True,2024,2024,Regular,True,6,1,0,False,Employed,Asset Management/Investment Firm,Senior-Level,True
8969488,Male,33.0,North America,False,2022,2023,Regular,False,4,2,3,False,Employed,Asset Management/Investment Firm,Mid-Level,True
8976107,Male,28.0,France,True,2023,2024,Affiliate,True,6,2,0,False,Unemployed,Other (please specify),Other,True
8981952,Male,30.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
8984353,Male,29.0,France,True,2022,2025,Regular,True,3,4,0,False,Employed,Consulting Firm,Senior-Level,False
8984915,Male,31.0,France,True,2023,2025,Regular,True,4,3,2,False,Employed,Information Technology or Software,Mid-Level,False
8985664,Male,30.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8990536,Male,31.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
8991592,Female,33.0,France,True,2023,2025,Regular,True,5,3,0,False,Self-employed,Consulting Firm,Senior-Level,False
8994781,Male,28.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Commercial Bank,Senior-Level,False
9001947,Male,41.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Investment Bank,Senior-Level,False
9003342,Male,42.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9003349,Female,28.0,Europe excl France,False,2024,2025,Regular,True,5,2,3,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9006447,Male,30.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9006888,Male,30.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Commercial Bank,Mid-Level,False
9007738,Female,32.0,France,True,2023,2024,Regular,False,5,2,1,False,Employed,Commercial Bank,Early/Mid-Level,True
9008119,Male,33.0,North Africa,False,2022,2023,Regular,False,4,2,3,False,Employed,Asset Management/Investment Firm,Senior-Level,True
9010187,Female,29.0,United Kingdom,False,2022,2024,Regular,False,4,3,3,False,Employed,Consulting Firm,Early/Mid-Level,True
9010463,Male,28.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
9010663,Male,39.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Investment Bank,Early/Mid-Level,False
9010697,Male,31.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Commercial Bank,Mid-Level,False
9014720,Male,33.0,France,True,2022,2023,Regular,False,4,2,1,False,Employed,Consulting Firm,Mid-Level,True
8286324,Male,30.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9016301,Male,30.0,Europe excl France,False,2022,2023,Regular,False,4,2,1,False,Employed,Credit Rating Agency/Firm/Bureau,Senior-Level,True
9016974,Male,27.0,France,True,2024,2025,Regular,True,6,2,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
9016986,Male,27.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Other (please specify),Early/Mid-Level,False
9017823,Male,32.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Other (please specify),Senior-Level,False
8519186,Male,29.0,France,True,2024,2025,Regular,True,5,2,3,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9023091,Male,29.0,France,True,2022,2023,Regular,False,4,2,1,False,Employed,Manufacturing,Senior-Level,True
9024408,Female,43.0,France,True,2021,2025,Regular,True,3,5,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9028972,Female,28.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,False
9028073,Male,31.0,France,True,2024,2025,Regular,True,5,2,3,False,Employed,Asset Management/Investment Firm,Mid-Level,False
9031459,Male,45.0,France,True,2024,2025,Candidate,True,0,2,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9031511,Male,31.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Credit Rating Agency/Firm/Bureau,Early/Mid-Level,False
9034027,Male,32.0,France,True,2022,2023,Regular,False,4,2,1,False,Employed,Asset Management/Investment Firm,Executive-Level,True
9039236,Male,30.0,France,True,2023,2024,Regular,True,5,2,0,False,Employed,Consulting Firm,Senior-Level,True
9041954,Male,32.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Mid-Level,False
9060055,Male,30.0,France,True,2024,2024,Regular,True,4,1,0,False,Employed,Asset Management/Investment Firm,Mid-Level,True
9070277,Male,32.0,France,True,2024,2024,Regular,False,3,1,1,False,Employed,Asset Management/Investment Firm,Early/Mid-Level,True
9072586,Female,25.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Information Technology or Software,Entry-Level,False
9080146,Male,38.0,France,True,2022,2025,Regular,True,4,4,0,False,Employed,Asset Management/Investment Firm,Senior-Level,False
9080603,Male,40.0,France,True,2019,2021,Non-member,False,6,3,0,False,Employed,Investment Bank,Mid-Level,True
9080677,Female,30.0,France,True,2022,2023,Regular,False,3,2,1,False,Employed,Accounting Firm,Senior-Level,True
9081965,Male,47.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Other (please specify),C-Suite,False
9082203,Female,28.0,France,True,2023,2025,Regular,True,5,3,0,False,Employed,Insurance,Senior-Level,False
